Label, Easting, Northing, Ellip Height
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0335_6.tif, 2613336.878155, 1127884.933063,   681.0177
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0336_6.tif, 2613338.261456, 1127888.944978,   681.0862
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0337_6.tif, 2613339.642911, 1127892.964676,   681.1459
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0338_6.tif, 2613341.480405, 1127898.318995,   681.2278
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0339_6.tif, 2613342.814580, 1127902.216109,   681.2901
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0340_6.tif, 2613345.056832, 1127908.773608,   681.3998
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0341_6.tif, 2613346.408810, 1127912.720118,   681.4617
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0342_6.tif, 2613348.025554, 1127917.425879,   681.5278
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0343_6.tif, 2613350.049806, 1127923.245273,   681.5949
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0344_6.tif, 2613351.576043, 1127927.641541,   681.6328
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0345_6.tif, 2613353.177565, 1127932.271731,   681.6645
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0346_6.tif, 2613355.804453, 1127940.024914,   681.7154
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0347_6.tif, 2613356.527805, 1127942.174836,   681.7303
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0348_6.tif, 2613358.071415, 1127946.776578,   681.7644
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0349_6.tif, 2613359.598325, 1127951.277852,   681.7882
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0350_6.tif, 2613360.818969, 1127954.844477,   681.8010
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0351_6.tif, 2613362.889904, 1127960.829831,   681.8313
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0352_6.tif, 2613364.495147, 1127965.476568,   681.8580
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0353_6.tif, 2613365.772293, 1127969.213545,   681.8810
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0354_6.tif, 2613368.284795, 1127976.603495,   681.9179
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0355_6.tif, 2613369.568399, 1127980.404610,   681.9348
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0356_6.tif, 2613370.852022, 1127984.230024,   681.9517
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0357_6.tif, 2613372.543240, 1127989.190804,   681.9693
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0358_6.tif, 2613374.098002, 1127993.697270,   681.9822
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0359_6.tif, 2613375.716023, 1127998.342260,   682.0206
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0360_6.tif, 2613376.973154, 1128001.957798,   682.0520
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0361_6.tif, 2613378.350310, 1128005.956343,   682.0934
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0362_6.tif, 2613382.249621, 1128017.364750,   682.1435
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0363_6.tif, 2613382.317367, 1128017.564618,   682.1434
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0364_6.tif, 2613383.666767, 1128021.545691,   682.1414
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0365_6.tif, 2613385.903980, 1128028.208855,   682.1651
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0366_6.tif, 2613387.319528, 1128032.428881,   682.1879
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0367_6.tif, 2613388.770102, 1128036.644908,   682.1974
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0368_6.tif, 2613390.375013, 1128041.276694,   682.2173
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0369_6.tif, 2613391.970600, 1128045.835816,   682.2502
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0370_6.tif, 2613394.965230, 1128054.324997,   682.3197
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0371_6.tif, 2613395.554415, 1128056.006371,   682.3233
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0372_6.tif, 2613396.707573, 1128059.297174,   682.3304
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0373_6.tif, 2613399.205412, 1128066.557500,   682.3655
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0374_6.tif, 2613401.891730, 1128074.445638,   682.3912
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0375_6.tif, 2613401.806344, 1128074.194682,   682.3907
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0376_6.tif, 2613404.146117, 1128081.186619,   682.4283
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0377_6.tif, 2613405.524162, 1128085.319893,   682.4543
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0378_6.tif, 2613407.021433, 1128089.750847,   682.4727
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0379_6.tif, 2613408.713502, 1128094.680863,   682.5089
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0380_6.tif, 2613410.941836, 1128100.313863,   682.5383
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0381_6.tif, 2613412.299888, 1128102.725806,   682.5277
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0382_6.tif, 2613417.684266, 1128101.190139,   682.5729
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0383_6.tif, 2613418.004436, 1128101.042328,   682.5737
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0384_6.tif, 2613420.635230, 1128095.094074,   682.5887
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0385_6.tif, 2613419.845605, 1128093.090969,   682.5685
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0386_6.tif, 2613416.691633, 1128085.144178,   682.6432
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0387_6.tif, 2613414.681985, 1128079.394895,   682.6875
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0388_6.tif, 2613413.186781, 1128074.942450,   682.7183
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0389_6.tif, 2613411.339644, 1128069.411107,   682.7529
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0390_6.tif, 2613410.170718, 1128065.942620,   682.7703
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0391_6.tif, 2613408.262829, 1128060.287080,   682.7983
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0392_6.tif, 2613406.407099, 1128054.797852,   682.8311
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0393_6.tif, 2613404.796898, 1128050.060369,   682.8805
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0394_6.tif, 2613403.185941, 1128045.360815,   682.9049
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0395_6.tif, 2613401.509421, 1128040.493165,   682.9163
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0396_6.tif, 2613399.996601, 1128036.065271,   682.9522
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0397_6.tif, 2613398.591460, 1128031.979368,   682.9734
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0398_6.tif, 2613397.098684, 1128027.682935,   682.9756
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\001\IMG_0399_6.tif, 2613395.909394, 1128024.217651,   682.9787
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0400_6.tif, 2613393.313663, 1128016.564072,   682.9978
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0401_6.tif, 2613392.138520, 1128013.066735,   683.0190
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0402_6.tif, 2613390.605302, 1128008.528434,   683.0473
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0403_6.tif, 2613388.487170, 1128002.302655,   683.0830
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0404_6.tif, 2613387.206354, 1127998.578947,   683.0952
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0405_6.tif, 2613385.800288, 1127994.515116,   683.1113
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0406_6.tif, 2613383.515292, 1127987.972048,   683.1449
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0407_6.tif, 2613382.221273, 1127984.235428,   683.1651
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0408_6.tif, 2613380.511843, 1127979.272679,   683.1919
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0409_6.tif, 2613379.134602, 1127975.229199,   683.2137
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0410_6.tif, 2613377.469966, 1127970.332160,   683.2417
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0411_6.tif, 2613375.388253, 1127964.212218,   683.2797
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0412_6.tif, 2613373.792135, 1127959.546851,   683.3128
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0413_6.tif, 2613372.208636, 1127954.951016,   683.3428
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0414_6.tif, 2613370.327359, 1127949.483670,   683.3693
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0415_6.tif, 2613369.048865, 1127945.735282,   683.3736
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0416_6.tif, 2613367.591174, 1127941.490552,   683.3831
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0417_6.tif, 2613365.919102, 1127936.658868,   683.3999
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0418_6.tif, 2613364.510615, 1127932.604611,   683.4214
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0419_6.tif, 2613362.308414, 1127926.253065,   683.4554
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0420_6.tif, 2613361.118093, 1127922.799119,   683.4706
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0421_6.tif, 2613359.634301, 1127918.481151,   683.4944
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0422_6.tif, 2613355.790473, 1127907.162998,   683.5622
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0423_6.tif, 2613355.658223, 1127906.770478,   683.5644
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0424_6.tif, 2613354.168924, 1127902.407382,   683.5937
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0425_6.tif, 2613351.943543, 1127895.920954,   683.6145
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0426_6.tif, 2613350.262996, 1127891.028691,   683.6044
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0427_6.tif, 2613348.705734, 1127886.479274,   683.5698
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0428_6.tif, 2613347.299952, 1127882.355936,   683.5256
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0429_6.tif, 2613345.927466, 1127878.337186,   683.4750
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0430_6.tif, 2613344.135911, 1127873.090214,   683.4052
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0431_6.tif, 2613343.016660, 1127869.802542,   683.3570
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0432_6.tif, 2613341.737214, 1127866.047026,   683.3028
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0433_6.tif, 2613339.099665, 1127858.368739,   683.2120
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0434_6.tif, 2613337.519100, 1127853.761269,   683.1558
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0435_6.tif, 2613335.786466, 1127848.701529,   683.0788
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0436_6.tif, 2613333.894941, 1127843.178208,   682.9873
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0437_6.tif, 2613332.423507, 1127838.913904,   682.9422
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0438_6.tif, 2613330.805031, 1127834.216558,   682.8875
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0439_6.tif, 2613329.057706, 1127829.138368,   682.8233
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0440_6.tif, 2613327.630162, 1127824.967216,   682.7650
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0441_6.tif, 2613326.057594, 1127820.382896,   682.7063
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0442_6.tif, 2613323.663556, 1127813.457167,   682.6498
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0443_6.tif, 2613323.323443, 1127812.473491,   682.6466
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0444_6.tif, 2613320.977737, 1127805.685678,   682.6248
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0445_6.tif, 2613319.731199, 1127802.004270,   682.6261
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0446_6.tif, 2613318.362876, 1127797.965223,   682.6271
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0447_6.tif, 2613316.031013, 1127791.123040,   682.6190
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0448_6.tif, 2613314.783027, 1127787.500741,   682.6203
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0449_6.tif, 2613313.019934, 1127782.397008,   682.6229
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0450_6.tif, 2613311.120846, 1127776.916275,   682.6213
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0451_6.tif, 2613309.869948, 1127773.279866,   682.6267
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0452_6.tif, 2613307.909632, 1127767.560879,   682.6397
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0453_6.tif, 2613306.460192, 1127763.332933,   682.6462
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0454_6.tif, 2613305.074899, 1127759.100248,   682.6490
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0455_6.tif, 2613305.088003, 1127754.226745,   682.6479
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0456_6.tif, 2613307.594182, 1127753.852691,   682.6452
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0457_6.tif, 2613313.683473, 1127753.938715,   682.6323
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0458_6.tif, 2613315.221541, 1127755.945377,   682.6265
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0459_6.tif, 2613317.916603, 1127763.136812,   682.6313
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0460_6.tif, 2613319.952734, 1127769.688862,   682.6494
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0461_6.tif, 2613321.511532, 1127774.438896,   682.6602
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0462_6.tif, 2613323.177732, 1127779.225631,   682.6448
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0463_6.tif, 2613324.612522, 1127783.338319,   682.6438
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0464_6.tif, 2613326.189009, 1127787.838496,   682.6676
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0465_6.tif, 2613329.488998, 1127797.386081,   682.7415
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0466_6.tif, 2613329.745067, 1127798.127713,   682.7477
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0467_6.tif, 2613331.267288, 1127802.571714,   682.7885
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0468_6.tif, 2613333.430197, 1127808.890895,   682.8449
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0469_6.tif, 2613334.517327, 1127812.030204,   682.8664
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0470_6.tif, 2613336.681422, 1127818.346052,   682.9265
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0471_6.tif, 2613337.957177, 1127822.103647,   682.9707
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0472_6.tif, 2613339.456258, 1127826.566861,   683.0317
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0473_6.tif, 2613341.526010, 1127832.682893,   683.1056
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0474_6.tif, 2613344.192940, 1127840.426682,   683.1894
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0475_6.tif, 2613344.216786, 1127840.495015,   683.1902
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0476_6.tif, 2613346.816308, 1127847.997451,   683.2664
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0477_6.tif, 2613348.551685, 1127853.064012,   683.3163
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0478_6.tif, 2613350.268611, 1127858.136144,   683.3778
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0479_6.tif, 2613351.643816, 1127862.199414,   683.4234
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0480_6.tif, 2613352.937341, 1127866.021706,   683.4642
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0481_6.tif, 2613354.526964, 1127870.638530,   683.5097
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0482_6.tif, 2613356.108108, 1127875.208029,   683.5524
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0483_6.tif, 2613358.745538, 1127882.926148,   683.6082
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0484_6.tif, 2613359.748816, 1127885.837764,   683.6307
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0485_6.tif, 2613361.253321, 1127890.170937,   683.6476
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0486_6.tif, 2613362.797908, 1127894.630580,   683.6636
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0487_6.tif, 2613364.774541, 1127900.449149,   683.6699
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0488_6.tif, 2613366.440110, 1127905.317039,   683.6871
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0489_6.tif, 2613368.043848, 1127909.994496,   683.7058
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0490_6.tif, 2613369.737510, 1127914.945361,   683.7151
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0491_6.tif, 2613371.183718, 1127919.165493,   683.7253
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0492_6.tif, 2613372.653580, 1127923.448411,   683.7377
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0493_6.tif, 2613374.316915, 1127928.288936,   683.7511
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0494_6.tif, 2613375.698489, 1127932.308076,   683.7620
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0495_6.tif, 2613377.931211, 1127938.797230,   683.7778
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0496_6.tif, 2613379.240429, 1127942.624126,   683.7855
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0497_6.tif, 2613380.599471, 1127946.597933,   683.7934
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0498_6.tif, 2613383.032138, 1127953.810041,   683.8127
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0499_6.tif, 2613384.390530, 1127957.811688,   683.8242
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\002\IMG_0500_6.tif, 2613385.859972, 1127962.131658,   683.8367
