Label, Easting, Northing, Ellip Height
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0833_6.tif, 2613471.306251, 1128046.421837,   687.5682
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0834_6.tif, 2613470.021414, 1128042.633619,   687.5731
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0835_6.tif, 2613467.533830, 1128035.291829,   687.5635
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0836_6.tif, 2613466.129709, 1128031.234083,   687.5837
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0837_6.tif, 2613464.248324, 1128025.817815,   687.6010
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0838_6.tif, 2613462.824365, 1128021.733329,   687.6055
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0839_6.tif, 2613461.455551, 1128017.673043,   687.6111
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0840_6.tif, 2613459.213978, 1128010.930557,   687.6249
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0841_6.tif, 2613456.347608, 1128002.466321,   687.6449
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0842_6.tif, 2613456.559091, 1128003.083938,   687.6438
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0843_6.tif, 2613454.193582, 1127996.183092,   687.6542
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0844_6.tif, 2613452.687904, 1127991.802340,   687.6580
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0845_6.tif, 2613451.116211, 1127987.276571,   687.6601
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0846_6.tif, 2613448.448485, 1127979.615098,   687.6480
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0847_6.tif, 2613448.349621, 1127979.330697,   687.6471
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0848_6.tif, 2613446.449957, 1127973.874623,   687.6384
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0849_6.tif, 2613444.914693, 1127969.476890,   687.6439
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0850_6.tif, 2613443.670734, 1127965.817600,   687.6517
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0851_6.tif, 2613441.277062, 1127958.732621,   687.6606
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0852_6.tif, 2613438.779073, 1127951.509714,   687.6511
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0853_6.tif, 2613437.229456, 1127946.974772,   687.6614
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0854_6.tif, 2613436.055306, 1127943.555580,   687.6619
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0855_6.tif, 2613433.585847, 1127936.352605,   687.6482
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0856_6.tif, 2613433.468691, 1127936.002580,   687.6473
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0857_6.tif, 2613431.166310, 1127929.138949,   687.6291
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0858_6.tif, 2613429.858083, 1127925.273459,   687.6159
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0859_6.tif, 2613428.183451, 1127920.330661,   687.6143
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0860_6.tif, 2613426.807096, 1127916.270963,   687.6206
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0861_6.tif, 2613424.767473, 1127910.316318,   687.6329
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0862_6.tif, 2613423.162302, 1127905.605716,   687.6459
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0863_6.tif, 2613421.721752, 1127901.359808,   687.6594
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0864_6.tif, 2613420.669167, 1127898.283054,   687.6500
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0865_6.tif, 2613417.993907, 1127890.522692,   687.6308
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0866_6.tif, 2613416.661185, 1127886.699197,   687.6337
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0867_6.tif, 2613415.057005, 1127882.067839,   687.6399
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0868_6.tif, 2613413.662435, 1127878.034096,   687.6459
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0869_6.tif, 2613412.112855, 1127873.510730,   687.6444
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0870_6.tif, 2613410.227409, 1127867.939478,   687.6412
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0871_6.tif, 2613408.960596, 1127864.152469,   687.6386
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0872_6.tif, 2613406.467621, 1127856.789059,   687.6471
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0873_6.tif, 2613405.111182, 1127852.878640,   687.6487
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0874_6.tif, 2613404.035089, 1127849.804007,   687.6486
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0875_6.tif, 2613402.504335, 1127845.413116,   687.6385
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0876_6.tif, 2613400.021706, 1127838.211321,   687.6238
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0877_6.tif, 2613398.465315, 1127833.619102,   687.6304
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0878_6.tif, 2613397.293920, 1127830.185003,   687.6277
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0879_6.tif, 2613395.648002, 1127825.366321,   687.6221
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0880_6.tif, 2613394.532143, 1127822.122256,   687.6316
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0881_6.tif, 2613392.028184, 1127814.845471,   687.6437
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0882_6.tif, 2613390.590679, 1127810.670053,   687.6436
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0883_6.tif, 2613388.846941, 1127805.579385,   687.6373
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0884_6.tif, 2613386.839015, 1127799.735136,   687.6263
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0885_6.tif, 2613385.392856, 1127795.535334,   687.6176
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0886_6.tif, 2613384.154297, 1127791.949847,   687.6231
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0887_6.tif, 2613381.716947, 1127784.886050,   687.6302
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0888_6.tif, 2613380.256159, 1127780.646792,   687.6318
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0889_6.tif, 2613379.101901, 1127777.295683,   687.6326
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0890_6.tif, 2613377.436504, 1127772.452867,   687.6335
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0891_6.tif, 2613376.221661, 1127768.875027,   687.6325
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0892_6.tif, 2613373.962471, 1127762.161226,   687.6238
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0893_6.tif, 2613372.574740, 1127757.995517,   687.6137
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0894_6.tif, 2613371.202022, 1127753.948806,   687.6141
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0895_6.tif, 2613368.635763, 1127746.485740,   687.6212
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0896_6.tif, 2613366.957544, 1127741.652560,   687.6360
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0897_6.tif, 2613365.461674, 1127737.308139,   687.6626
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0898_6.tif, 2613365.536031, 1127734.897636,   687.6396
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0899_6.tif, 2613369.065409, 1127733.060390,   687.6284
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0900_6.tif, 2613370.082263, 1127732.898828,   687.6320
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0901_6.tif, 2613375.119183, 1127733.195005,   687.6172
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0902_6.tif, 2613377.901653, 1127739.886504,   687.6165
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0903_6.tif, 2613378.849312, 1127743.112029,   687.6278
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0904_6.tif, 2613381.290980, 1127750.706438,   687.6596
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0905_6.tif, 2613382.496482, 1127754.307585,   687.6666
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0906_6.tif, 2613383.954762, 1127758.572683,   687.6585
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0907_6.tif, 2613387.696225, 1127769.612882,   687.6626
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0908_6.tif, 2613387.884805, 1127770.170233,   687.6630
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0909_6.tif, 2613389.522458, 1127775.010327,   687.6665
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0910_6.tif, 2613391.090950, 1127779.548411,   687.6615
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0911_6.tif, 2613392.395383, 1127783.314876,   687.6565
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0912_6.tif, 2613394.606220, 1127789.730729,   687.6464
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0913_6.tif, 2613396.131741, 1127794.166497,   687.6424
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0914_6.tif, 2613397.270208, 1127797.478185,   687.6399
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0915_6.tif, 2613399.897536, 1127805.060829,   687.6535
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0916_6.tif, 2613400.993066, 1127808.242888,   687.6508
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0917_6.tif, 2613402.523711, 1127812.695458,   687.6445
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0918_6.tif, 2613404.755169, 1127819.224256,   687.6392
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0919_6.tif, 2613407.285275, 1127826.682230,   687.6381
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0920_6.tif, 2613407.546247, 1127827.452880,   687.6382
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0921_6.tif, 2613410.378191, 1127835.729444,   687.6483
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0922_6.tif, 2613410.444838, 1127835.923153,   687.6484
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0923_6.tif, 2613412.718242, 1127842.506411,   687.6512
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0924_6.tif, 2613414.382161, 1127847.253852,   687.6500
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0925_6.tif, 2613415.541578, 1127850.550401,   687.6487
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0926_6.tif, 2613418.019500, 1127857.630907,   687.6471
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0927_6.tif, 2613419.415391, 1127861.757361,   687.6321
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0928_6.tif, 2613420.954991, 1127866.316802,   687.6150
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0929_6.tif, 2613422.867192, 1127871.892159,   687.6046
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0930_6.tif, 2613424.111380, 1127875.603180,   687.6177
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0931_6.tif, 2613425.661634, 1127880.278209,   687.6462
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0932_6.tif, 2613427.379063, 1127885.279422,   687.6456
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0933_6.tif, 2613429.617089, 1127891.758534,   687.6545
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0934_6.tif, 2613430.811298, 1127895.206962,   687.6651
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0935_6.tif, 2613432.201062, 1127899.197708,   687.6598
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0936_6.tif, 2613433.930727, 1127904.186767,   687.6522
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0937_6.tif, 2613436.218822, 1127910.976637,   687.6612
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0938_6.tif, 2613437.596256, 1127915.081080,   687.6494
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0939_6.tif, 2613439.241719, 1127919.926283,   687.6430
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0940_6.tif, 2613441.038019, 1127925.064163,   687.6560
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0941_6.tif, 2613442.343795, 1127928.822787,   687.6496
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0942_6.tif, 2613443.886470, 1127933.269549,   687.6379
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0943_6.tif, 2613445.563963, 1127938.131692,   687.6355
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0944_6.tif, 2613446.973593, 1127942.227548,   687.6317
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0945_6.tif, 2613449.130652, 1127948.529358,   687.6203
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0946_6.tif, 2613450.622889, 1127952.929191,   687.6251
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0947_6.tif, 2613451.840551, 1127956.514924,   687.6293
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0948_6.tif, 2613454.216090, 1127963.444313,   687.6424
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0949_6.tif, 2613455.556891, 1127967.349699,   687.6393
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0950_6.tif, 2613456.809865, 1127970.999072,   687.6360
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0951_6.tif, 2613459.191941, 1127977.841455,   687.6443
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0952_6.tif, 2613460.645871, 1127982.059403,   687.6489
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0953_6.tif, 2613462.525904, 1127987.539611,   687.6509
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0954_6.tif, 2613463.886529, 1127991.544220,   687.6439
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0955_6.tif, 2613465.247647, 1127995.551293,   687.6397
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0956_6.tif, 2613467.508792, 1128002.204766,   687.6406
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0957_6.tif, 2613468.749322, 1128005.842207,   687.6502
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0958_6.tif, 2613470.136716, 1128009.875674,   687.6573
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0959_6.tif, 2613472.793841, 1128017.562516,   687.6603
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0960_6.tif, 2613474.403578, 1128022.210963,   687.6490
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0961_6.tif, 2613476.088392, 1128027.144548,   687.6403
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0962_6.tif, 2613477.472555, 1128031.213579,   687.6351
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0963_6.tif, 2613478.851783, 1128035.254537,   687.6437
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0964_6.tif, 2613480.712085, 1128040.678811,   687.6555
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0965_6.tif, 2613483.525229, 1128048.814357,   687.6600
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0966_6.tif, 2613484.995508, 1128053.057772,   687.6481
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0967_6.tif, 2613485.859682, 1128055.590344,   687.6420
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0968_6.tif, 2613487.243565, 1128059.657688,   687.6324
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0969_6.tif, 2613488.823460, 1128064.305737,   687.6301
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0970_6.tif, 2613490.674486, 1128069.741815,   687.6343
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0971_6.tif, 2613491.840018, 1128073.133522,   687.6438
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0972_6.tif, 2613493.725009, 1128075.718362,   687.6370
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0973_6.tif, 2613497.849238, 1128074.671704,   687.6410
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0974_6.tif, 2613499.929151, 1128073.361885,   687.6370
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0975_6.tif, 2613501.492986, 1128067.689477,   687.6298
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0976_6.tif, 2613500.558124, 1128064.646992,   687.6300
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0977_6.tif, 2613498.046916, 1128058.323182,   687.6509
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0978_6.tif, 2613495.624889, 1128051.534016,   687.6616
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0979_6.tif, 2613494.200491, 1128047.288317,   687.6677
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0980_6.tif, 2613491.329899, 1128038.682495,   687.6599
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0981_6.tif, 2613490.073602, 1128034.941478,   687.6522
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0982_6.tif, 2613489.370214, 1128032.874922,   687.6499
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0983_6.tif, 2613487.590923, 1128027.657955,   687.6483
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0984_6.tif, 2613486.000237, 1128023.028244,   687.6599
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0985_6.tif, 2613484.414768, 1128018.365632,   687.6524
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0986_6.tif, 2613482.522412, 1128012.776597,   687.6269
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0987_6.tif, 2613481.125937, 1128008.697367,   687.5970
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0988_6.tif, 2613479.523817, 1128004.025504,   687.5650
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0989_6.tif, 2613477.807439, 1127999.049663,   687.5307
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0990_6.tif, 2613476.363260, 1127994.863708,   687.5011
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0991_6.tif, 2613474.782455, 1127990.275871,   687.4684
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0992_6.tif, 2613473.308461, 1127985.987954,   687.4298
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0993_6.tif, 2613472.221425, 1127982.820914,   687.3974
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0994_6.tif, 2613469.617241, 1127975.230117,   687.3399
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0995_6.tif, 2613468.187375, 1127971.100009,   687.2973
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0996_6.tif, 2613465.819969, 1127964.295507,   687.2193
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0997_6.tif, 2613464.339412, 1127960.046982,   687.1752
M:\working_package_2\2024_dronecampaign\01_data\Micasense\Pfynwald\20240823\SYNC0022SET\004\IMG_0998_6.tif, 2613463.083762, 1127956.389424,   687.1359
